1	1	0
84	130	0	0	1
28	130	0	0	1
26	130	0	0	1
62	130	0	0	1
62	130	0	0	1
42	130	0	0	1
46	130	0	0	1
42	130	0	0	1
26	130	0	0	1
82	130	0	0	1
64	130	0	0	1
86	130	0	0	1
26	130	0	0	1
24	130	0	0	1
48	130	0	0	1
24	130	0	0	1
62	130	0	0	1
84	130	0	0	1
82	130	0	0	1
62	130	0	0	1
26	130	0	0	1
28	130	0	0	1
82	130	0	0	1
64	130	0	0	1
68	130	0	0	1
28	130	0	0	1
64	130	0	0	1
42	130	0	0	1
24	130	0	0	1
24	130	0	0	1
62	130	0	0	1
62	130	0	0	1
48	130	0	0	1
26	130	0	0	1
48	130	0	0	1
86	130	0	0	1
62	130	0	0	1
62	130	0	0	1
28	130	0	0	1
62	130	0	0	1
48	130	0	0	1
24	130	0	0	1
62	130	0	0	1
86	130	0	0	1
26	130	0	0	1
26	130	0	0	1
24	130	0	0	1
26	130	0	0	1
68	130	0	0	1
68	130	0	0	1
86	130	0	0	1
48	130	0	0	1
42	130	0	0	1
48	130	0	0	1
86	130	0	0	1
62	130	0	0	1
86	130	0	0	1
68	130	0	0	1
84	130	0	0	1
64	130	0	0	1
82	130	0	0	1
26	130	0	0	1
84	130	0	0	1
24	130	0	0	1
68	130	0	0	1
24	130	0	0	1
24	130	0	0	1
68	130	0	0	1
82	130	0	0	1
48	130	0	0	1
84	130	0	0	1
86	130	0	0	1
84	130	0	0	1
26	130	0	0	1
46	130	0	0	1
46	130	0	0	1
68	130	0	0	1
86	130	0	0	1
68	130	0	0	1
62	130	0	0	1
48	130	0	0	1
84	130	0	0	1
84	130	0	0	1
82	130	0	0	1
64	130	0	0	1
84	130	0	0	1
62	130	0	0	1
68	130	0	0	1
26	130	0	0	1
28	130	0	0	1
42	130	0	0	1
68	130	0	0	1
42	130	0	0	1
82	130	0	0	1
48	130	0	0	1
68	130	0	0	1
24	130	0	0	1
84	130	0	0	1
84	130	0	0	1
48	130	0	0	1
24	130	0	0	1
62	130	0	0	1
62	130	0	0	1
42	130	0	0	1
28	130	0	0	1
82	130	0	0	1
62	130	0	0	1
62	130	0	0	1
42	130	0	0	1
42	130	0	0	1
86	130	0	0	1
48	130	0	0	1
46	130	0	0	1
28	130	0	0	1
62	130	0	0	1
86	130	0	0	1
26	130	0	0	1
24	130	0	0	1
82	130	0	0	1
64	130	0	0	1
28	130	0	0	1
68	130	0	0	1
86	130	0	0	1
26	130	0	0	1
42	130	0	0	1
62	130	0	0	1
86	130	0	0	1
26	130	0	0	1
42	130	0	0	1
48	130	0	0	1
86	130	0	0	1
68	130	0	0	1
86	130	0	0	1
48	130	0	0	1
68	130	0	0	1
64	130	0	0	1
84	130	0	0	1
42	130	0	0	1
62	130	0	0	1
82	130	0	0	1
62	130	0	0	1
86	130	0	0	1
68	130	0	0	1
26	130	0	0	1
64	130	0	0	1
42	130	0	0	1
86	130	0	0	1
46	130	0	0	1
62	130	0	0	1
82	130	0	0	1
82	130	0	0	1
26	130	0	0	1
68	130	0	0	1
46	130	0	0	1
82	130	0	0	1
84	130	0	0	1
86	130	0	0	1
42	130	0	0	1
26	130	0	0	1
64	130	0	0	1
24	130	0	0	1
28	130	0	0	1
86	130	0	0	1
86	130	0	0	1
28	130	0	0	1
48	130	0	0	1
84	130	0	0	1
28	130	0	0	1
84	130	0	0	1
48	130	0	0	1
26	130	0	0	1
62	130	0	0	1
86	130	0	0	1
28	130	0	0	1
46	130	0	0	1
64	130	0	0	1
46	130	0	0	1
42	130	0	0	1
48	130	0	0	1
62	130	0	0	1
82	130	0	0	1
68	130	0	0	1
24	130	0	0	1
86	130	0	0	1
64	130	0	0	1
84	130	0	0	1
84	130	0	0	1
48	130	0	0	1
84	130	0	0	1
26	130	0	0	1
46	130	0	0	1
28	130	0	0	1
68	130	0	0	1
86	130	0	0	1
86	130	0	0	1
28	130	0	0	1
68	130	0	0	1
42	130	0	0	1
68	130	0	0	1
26	130	0	0	1
86	130	0	0	1
64	130	0	0	1
86	130	0	0	1
26	130	0	0	1
68	130	0	0	1
86	130	0	0	1
86	130	0	0	1
42	130	0	0	1
64	130	0	0	1
46	130	0	0	1
62	130	0	0	1
46	130	0	0	1
48	130	0	0	1
46	130	0	0	1
62	130	0	0	1
26	130	0	0	1
86	130	0	0	1
46	130	0	0	1
64	130	0	0	1
46	130	0	0	1
68	130	0	0	1
84	130	0	0	1
82	130	0	0	1
48	130	0	0	1
48	130	0	0	1
82	130	0	0	1
64	130	0	0	1
46	130	0	0	1
48	130	0	0	1
86	130	0	0	1
82	130	0	0	1
26	130	0	0	1
42	130	0	0	1
46	130	0	0	1
46	130	0	0	1
48	130	0	0	1
68	130	0	0	1
86	130	0	0	1
26	130	0	0	1
82	130	0	0	1
28	130	0	0	1
86	130	0	0	1
62	130	0	0	1
82	130	0	0	1
68	130	0	0	1
84	130	0	0	1
26	130	0	0	1
82	130	0	0	1
82	130	0	0	1
28	130	0	0	1
86	130	0	0	1
42	130	0	0	1
82	130	0	0	1
62	130	0	0	1
62	130	0	0	1
64	130	0	0	1
64	130	0	0	1
46	130	0	0	1
62	130	0	0	1
42	130	0	0	1
84	130	0	0	1
84	130	0	0	1
48	130	0	0	1
64	130	0	0	1
28	130	0	0	1
86	130	0	0	1
64	130	0	0	1
84	130	0	0	1
62	130	0	0	1
86	130	0	0	1
84	130	0	0	1
46	130	0	0	1
64	130	0	0	1
42	130	0	0	1
84	130	0	0	1
86	130	0	0	1
28	130	0	0	1
64	130	0	0	1
62	130	0	0	1
64	130	0	0	1
48	130	0	0	1
28	130	0	0	1
82	130	0	0	1
28	130	0	0	1
42	130	0	0	1
86	130	0	0	1
46	130	0	0	1
42	130	0	0	1
48	130	0	0	1
86	130	0	0	1
64	130	0	0	1
24	130	0	0	1
86	130	0	0	1
26	130	0	0	1
48	130	0	0	1
84	130	0	0	1
26	130	0	0	1
24	130	0	0	1
46	130	0	0	1
64	130	0	0	1
