1	1	20
8	3	1	0
3	3	1	0
8	3	1	0
3	3	1	0
8	3	1	0
2	3	1	0
5	3	1	0
1	3	1	0
5	3	1	0
3	3	1	0
7	3	1	0
4	3	1	0
5	3	1	0
2	3	1	0
3	3	1	0
6	3	1	0
2	3	1	0
3	3	1	0
8	3	1	0
3	3	1	0
4	3	1	0
5	3	1	0
3	3	1	0
2	3	1	0
7	3	1	0
3	3	1	0
4	3	1	0
2	3	1	0
5	3	1	0
1	3	1	0
8	3	1	0
4	3	1	0
8	3	1	0
2	3	1	0
6	3	1	0
2	3	1	0
6	3	1	0
4	3	1	0
8	3	1	0
6	3	1	0
2	3	1	0
1	3	1	0
6	3	1	0
7	3	1	0
1	3	1	0
7	3	1	0
4	3	1	0
2	3	1	0
5	3	1	0
4	3	1	0
3	3	1	0
5	3	1	0
1	3	1	0
6	3	1	0
1	3	1	0
7	3	1	0
1	3	1	0
4	3	1	0
1	3	1	0
7	3	1	0
8	3	1	0
2	3	1	0
1	3	1	0
2	3	1	0
6	3	1	0
2	3	1	0
8	3	1	0
2	3	1	0
1	3	1	0
5	3	1	0
1	3	1	0
5	3	1	0
4	3	1	0
7	3	1	0
4	3	1	0
2	3	1	0
4	3	1	0
3	3	1	0
5	3	1	0
8	3	1	0
6	3	1	0
2	3	1	0
8	3	1	0
1	3	1	0
4	3	1	0
7	3	1	0
8	3	1	0
6	3	1	0
5	3	1	0
8	3	1	0
7	3	1	0
2	3	1	0
6	3	1	0
8	3	1	0
6	3	1	0
4	3	1	0
1	3	1	0
8	3	1	0
4	3	1	0
7	3	1	0
8	3	1	0
2	3	1	0
7	3	1	0
1	3	1	0
2	3	1	0
3	3	1	0
4	3	1	0
7	3	1	0
8	3	1	0
7	3	1	0
4	3	1	0
7	3	1	0
5	3	1	0
2	3	1	0
6	3	1	0
4	3	1	0
5	3	1	0
1	3	1	0
7	3	1	0
1	3	1	0
2	3	1	0
8	3	1	0
2	3	1	0
3	3	1	0
1	3	1	0
3	3	1	0
2	3	1	0
8	3	1	0
4	3	1	0
2	3	1	0
5	3	1	0
7	3	1	0
6	3	1	0
3	3	1	0
1	3	1	0
4	3	1	0
7	3	1	0
8	3	1	0
3	3	1	0
5	3	1	0
4	3	1	0
7	3	1	0
3	3	1	0
8	3	1	0
4	3	1	0
6	3	1	0
4	3	1	0
8	3	1	0
6	3	1	0
8	3	1	0
2	3	1	0
5	3	1	0
2	3	1	0
8	3	1	0
2	3	1	0
7	3	1	0
6	3	1	0
2	3	1	0
5	3	1	0
8	3	1	0
5	3	1	0
3	3	1	0
1	3	1	0
5	3	1	0
7	3	1	0
6	3	1	0
4	3	1	0
5	3	1	0
3	3	1	0
2	3	1	0
5	3	1	0
8	3	1	0
5	3	1	0
3	3	1	0
1	3	1	0
8	3	1	0
2	3	1	0
3	3	1	0
2	3	1	0
4	3	1	0
3	3	1	0
2	3	1	0
7	3	1	0
8	3	1	0
6	3	1	0
3	3	1	0
8	3	1	0
4	3	1	0
6	3	1	0
3	3	1	0
2	3	1	0
4	3	1	0
3	3	1	0
5	3	1	0
6	3	1	0
4	3	1	0
6	3	1	0
4	3	1	0
6	3	1	0
3	3	1	0
